,score,text,date,title
188,10.0,너무 위생적으로 좋고 따뜻해서 여행하기 너무 좋았어요 !!  가성비 너무 좋아요,20221111,전주한옥마을 덕수궁
189,9.6,"숙소가 아담하지만 깔끔하고 온돌이라 따뜻하게 쉴수 있었어요~ 주차장도 있고 한옥마을이랑 위치도 가까워요.
한옥마을 가시는 분들께 추천드려요~^^",20221105,전주한옥마을 덕수궁
190,10.0,피곤한 상태로 숙소에 도착했는데 주인분도 친절하셨고 화장실 깨끗하고 방도 너무 따뜻해서 머물기 좋았습니다! 그리고 바깥풍경으로 기와집들이 잔뜩 보여서 고즈넉하니 편안했습니다 나중에 다시 이용할 것 같아요~,20221030,전주한옥마을 덕수궁
191,10.0,"친구랑 둘이서 여행하기에 좋아요!ㅎㅎ 근처에 바로 편의점이 있고 횡단보도 하나만 건너면 바로 한옥마을이라 위치가 좋았습니다! 연휴에 갔던거라 사람이 많아 시끄럽지 않을까 걱정했는데 오히려 방음이 어려운 한옥인것을 투숙객 모두가 알기에 서로 배려해서 조용했던것 같습니다 :) 숙소 안에 따로 공용시설이 있고 공용시설에는 전자레인지, 냉동칸 있는 냉장고, 나무젓가락, 밥상 등이 있어 편리했습니다! 2박 동안 수건이나 기타 소진되는 물품들도 계속해서 챙겨주셔서 좋았어요! 참고로 빗은 없으니 개인적으로 하나 챙겨가시면 좋을것 같습니다~ 체크아웃시에도 초코파이 챙겨주시는 마음 따뜻한 사장님에 감동받았습니다!ㅎㅎ 다음에도 또 숙박하고 싶습니다!",20221006,전주한옥마을 덕수궁
192,10.0,"한옥마을 바로 앞이고
일단 화장실부터 너무 깨끗
방도 아늑하니 최고였습니다
주차공간도 굿굿",20220912,전주한옥마을 덕수궁
193,10.0,"주변  경기전. 오목대. 전동성당. 남부시장 
자만벽화마을 등여러곳을 걸어서  다닐수 있었어요.   사장님. 사모님 모두 친절하셨고
침구나  숙박시설 상태도 깨끗하고 좋았어요. ",20220728,전주한옥마을 덕수궁
194,10.0,"숙소를 예약할때 가장 중요하게 보는것은 위생인데요
제가 묶었던 방은 먼지도 없었고 무엇보다 화장실이 정말 깨끗했어요
(냄새도 안나고 어메니티도 있고 헤어드라이기 굿!!)
침구류도 꿉꿉함 하나없이 향기가 났어요

한옥에서 자는건 처음이라 검색을 많이 해봤는데 리뷰가 전부 좋았어요
리뷰에 속은적이 많았던터라 살짝 걱정하며 방문했는데 도착하는순간 다 잊었어요👏

전날 안오던 비가 새벽부터 많이 내려서 걱정했는데 우산을 챙겨주시더라구요
사장님 정말 감사했습니다!! 또 방문할게요 :)",20220718,전주한옥마을 덕수궁
195,10.0,보통 한옥숙소들은 방이 작고 화장실도 불편한데 여기는 엄청 넓어요!! 특히 화장실에 샤워부스가 있어서 씻는데 불편함없고 엄청 깨끗해요~~ 거리도 한옥마을 중심에서 10분정도?? 괜찮은 거리에 있고 엄청 조용해요ㅎㅎ주차도 편하도 퇴실할 때는 초코파이도 주셨어요!! 감사합니당~~~~,20220704,전주한옥마을 덕수궁
196,9.6,"한옥마을 위쪽에 위치해있어요
편의점이 가깝고 진짜 화장실이 다른 곳에 비해 넓고 쾌적해요!!!
칫솔 치악 폼클렌징 다 구비되어있어요
마스크까지 주시고〰〰 퇴실할 때 초코파이도 주시고 가격대비 너무 마음에 들어요
한옥마을안에 위치해있는게 아니라서 조용하게 지낼 수 있어서 그것도 좋았어요 
근데 밖에 오토바이 소리, 차 소리가 너무 커서 그것만 조금 아쉬웠어요ㅎㅎ
나머지는 다 좋으니까 고민말고 여기로 하세용 다들〰〰사장님 덕분에 잘쉬다갑니다:) 감사해용",20220423,전주한옥마을 덕수궁
197,10.0,잘쉬다갑니다!,20220707,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
198,8.0,추가금액도5천원만 받고 싸고갔어유   굿,20220617,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
199,10.0,싸게 잘이용했어요,20220507,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
200,6.0,"가격 저렴, 방 따뜻.
까운은 없으며, 이불 흰색.",20220328,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
201,10.0,18가격대비만족합니다,20220319,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
202,8.0,저렴하구 깨끗함,20220214,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
203,6.0,"잘 쉬었다 갑니다~
전기 장판이 없어서 아쉽네요~
방이 조금 더 따듯 해야 할거 같네요~",20220125,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
204,6.0,괜찮아요 ~,20211229,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
205,10.0,저렴해서 좋았어요,20211205,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
206,10.0,좋았어요~~~,20210108,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
207,10.0,깔끔하고 좋아요,20200914,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
208,10.0,침대 너무 편해서 꿀잠잤어요,20200908,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
209,8.0,음..보통입니다,20200827,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
210,10.0,나쁘지 않아요,20200513,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
211,6.0,가격 대비 괜찮았습니다!,20200416,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
212,10.0,"시설은 오래됐지만 관리가 잘되어 있어서 깨끗했어요.
침구랑 수건이 냄새가 안나서 좋았어요!",20200223,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
213,10.0,잘~쉬었습니다.~^^,20200126,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
214,8.0,평범합니다....,20200101,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
215,10.0,깔끔해요 ㅎㅎ,20190901,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
216,10.0,"가성비대비 만족도가 높은 모텔입니다.
잘 쉬었다 갑니다.",20190829,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
217,10.0,"시설이 깨끗 합니다. 가성비 대비 만족도가 높은 모텔입니다.
추천합니다.
잘 쉬었다 갑니다~",20190827,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
218,10.0,깨끗하고좋아요 ㅎㅎ,20190823,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
219,8.0,"가성비대비 괜찮은  모텔입니다.
잘 쉬었다 갑니다~",20190821,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
220,8.0,가격대비 만족합니다,20190820,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
221,6.0,가격대비 좋음,20190819,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
222,10.0,"두번째입니다.
갈때마다 친절하시고 시설도 좋고 다 좋습니다.",20190816,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
223,10.0,가격 대비 너무 좋았어요,20190814,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
224,10.0,조아떠영ㅎㅎㅎ,20190629,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
225,10.0,깨끗하고 다들 친절해용,20190626,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
226,8.0,좋습니다또올께요,20190622,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
227,6.0,잘 쉬었어요,20190621,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
228,6.0,잘 쉬었습니다,20190621,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
229,10.0,역이랑 가까워서 좋아요,20190620,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
230,10.0,좋아서 자주 이용하고 있습니다,20190613,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
231,10.0,깨끗하고 좋아요,20190613,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
232,10.0,"가성비 갑이에요
특히 사장님이 매우 친절하시고 좋어요",20190610,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
233,10.0,ㅋㅋㅋㅋㅋ,20190406,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
234,10.0,좋아요오오,20190402,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
235,10.0,매번 오지만 가성비 좋아요,20190401,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
236,4.0,시설은 맘에 드는데 제가 알레르기가 있어서 그런지 방에 먼지가 있어서 자고나서 목이 칼칼하고 아프더라구요.. 결국 감기 걸렸어요 ㅜ,20190328,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
237,10.0,재방문의사 있습니다. 좋았어요,20190324,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
238,8.0,저렴한 가격에 잘 쉬고 왔어요. 역에서 가깝고 주변 편의시설도 좋아요.,20190323,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
239,10.0,좋아요zz,20190315,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
240,10.0,깔끔하고 좋았어요,20190313,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
241,8.0,그냥 그랴요,20190312,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
242,10.0,ㄱㄱㄱㄱㄱ,20180612,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
243,10.0,깨끗하고 가격대비 좋습니다!^^ 깔끔한 인테리어가 인상적입니다,20180605,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
244,8.0,괜찮았어요~,20180528,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
245,10.0,깨끗하고 친절하고 좋네요,20180527,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
246,10.0,위치도 좋고 다 좋았어요~,20180526,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
247,8.0,ㅋ ㅋ ㅋ ㅋ ㅋ,20180522,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
248,10.0,방 깔끔하고조아요,20180522,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
249,10.0,처음으로전주에서 숙박업소를 잡았는데 사장님도친절하시고 엄청좋았어요! 가성비갑!,20180521,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
250,10.0,사장님이 정망 친절하세요!!!,20180519,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
251,10.0,깨끗하고 좋았어요,20180425,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
252,8.0,사장님이 친절하셔서 또 오고 싶어요 ㅎㅎ,20180424,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
253,8.0,좋았습니다.,20180420,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
254,8.0,그냥 평균시설이구 가격대비괜찮아용!,20180417,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
255,10.0,싸고 가격대비 최고,20180414,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
256,10.0,좋아요좋아,20180409,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
257,10.0,사장님 친절하셔서 편히 머물고 갑니다~,20180407,전주 우아동 첫마중 (Jeonju Uadong Cheotmajung)
258,6.0,깨끗하고 괜찮은데 개인적으로는 침대가 너무 푹신해서 잘 안맞음,20230420,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
259,10.0,"잘 쉬고 갑니다
직원분 너무 친절합니다
베개가 한개라 안고잘 여분이 없어서 아쉬웠지만 편하게 쉬고 갑니다",20230324,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
260,10.0,"가족과 내집처럼펀하게 이용하고 왔습니다
감사합니다",20230102,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
261,10.0,"단체로 룸 5개 패밀리와 트윈 이용후 좋은 인상이 떠나지 않아 가족과 함께 룸두개 이용했는데
센스있게 같은층수로 업그레이드해서 서비스 잘받고 왔답니다",20230102,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
262,10.0,깔끔하고 아늑하고 최고예요,20221129,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
263,10.0,"깔끔 그 잡채!
담에 또 이용하고파여👍🏻👍🏻",20221108,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
264,10.0,"최고입니다~~
무조건 여깁니다",20221105,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
265,10.0,깔끔하니 좋았어요,20220911,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
266,10.0,잘 이용하고 갑니다,20220825,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
267,10.0,깔끔하고 너무 좋았습니다,20220710,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
268,10.0,쾌적한 환경과  주변의 먹거리 형성  맘에 듭니다,20220709,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
269,10.0,"침대 너무 편하고 방도 깨끗
창도 커서 답답한 느낌도없고
필요한거 다 챙겨주시고 친절하세요
잘 쉬다갑니다",20220705,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
270,10.0,시설  주변 상황 아주  좋습니다  편하게  하루  잘  지내고 왔습니다,20220703,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
271,8.0,잘묵었습니다.,20220702,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
272,10.0,깔끔하고 친절해요,20220627,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
273,10.0,좋았습니다,20220626,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
274,8.0,좋았습니당,20220625,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
275,10.0,깨끗해요.,20220623,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
276,10.0,깨끗하고 좋았어요～! 호텔 보단 모텔 느낌이긴한데 모텔보다는 훨씬 깨끗하고 좋았어요 침대도 푹신하고 로션 샴프 바디워시 이런것도 튜브에 담겨있어서 위생적이고 좋았어요～!,20220411,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
277,10.0,항상 만족합니다,20220411,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
278,10.0,출장시 이틀동안 묵었어요 괜찮네요,20220408,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
279,10.0,깔끔하고 좋아요!,20220402,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
280,10.0,깔끔하고 좋아요,20220331,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
281,10.0,위치도 좋고 깨끗하고 조용해서 좋았어요!!,20220328,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
282,10.0,깨끗해서 이용하기 좋았습니다,20220307,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
283,10.0,"완전 좋아요
편하게 쉬다 가요!",20220307,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
284,10.0,"너무 좋았어요
꿀잠잤네요",20220306,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
285,10.0,좋아요! 새로리모델링해서 그런지 깨끗하고 좋아요,20220305,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
286,10.0,"연박으로 이용했구요.
일단 청결, 위생이 엄청 깨끗합니다
신축건물이라서 모든곳이 깨끗합니다

체크인할때 흡연. 비흡연 체크해서
방배정 해주는것도 엄청 만족했습니다.

스타일러, 공기청정기 있어서
엄청 잘 사용했고 유용했습니다.
매트리스도 좋아서 푹 잘수 있었네요.

화장실, 세면대도 모두 새거에 깨끗합니다.
다만 화장실문이 위 아래로 조금씩
트여있어서 커플끼리 이용시에는
살짝 부끄부끄할수도 ㅎㅎ

완전 강추합니다",20220302,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
287,10.0,"객실도 깨끗하고 좋았어요! 컴퓨터도 빨라요ㅎㅎ

5명이었는데 칫솔이나 수건 비품이 부족했어요ㅜ 
그래도 요청하면 주십니다!",20220228,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
288,10.0,대만족😎👍🏻,20220228,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
289,10.0,잘쉬었다가요,20220227,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
290,10.0,모든 면에서 최고입니다. 청결하고 시설 좋고 조용하고 매우 만족했습니다!!!!!,20220226,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
291,10.0,"엄마랑 묵었는데 조용해서 잘 잘수 있었어요
공기청정기+금연객실이여서 선택했는데 만족스러운 선택이였습니다. 카운터에 계신분도 친절했고 객실도 깨끗했어요 잘 묵었습니다",20220128,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
292,10.0,"완전 깨끗하고 아늑했답니다.
다음에도 또 오고 싶네요♡
단, 샤워실에 물빠짐이 매우 더뎌요ㅠㅠ
제가 어떻게 처리하고 싶어도 처리할 수 없는 구조라 안타까웠습니다ㅠㅠ",20220123,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
293,10.0,좋아요~~~~~,20220121,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
294,10.0,좋아요~~~,20220120,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
295,10.0,깨끗하고 좋았어요!!!,20220120,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
296,10.0,직원이 친절하고 오픈한지 얼마 안된집이라 깨끗하고 좋아요~ 다음에 전주오면 또 이용해야겠어요!!,20220119,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
297,8.0,전주에서 하룻밤 잘 쉬다갑니다! 체크인을 일찍 해서 좋은객실 배정 받아 좋았습니다 직원분도 친절하셨습니다👍,20220118,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
298,10.0,새로 오픈해서인지 방도 업그레이드 해주시고 친절히 응대해주셔서 잘 쉬었다 갑니다,20220114,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
299,10.0,아주좋아요,20210819,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
300,10.0,객실 까끗하고 좋았어요 ㅎ,20210814,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
301,8.0,잘놀다갑니다,20210812,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
302,2.0,ㅡㅡㅡㅡㅡ,20210812,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
303,2.0,진짜 서비스 최악 다른 곳도 많이 가봤지만 여긴 다신 안가려고요,20210810,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
304,10.0,"저렴하게 이용했어요
602호 세면대 물이 잘아내려가요",20210802,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
305,6.0,화장실이더러웠어요,20210801,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
306,10.0,싼데 나름 괜찮았음 화장실이 좀 노후됐음,20210801,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
307,8.0,가성비 최고!! 3주째 가고 있어요!,20210730,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
308,8.0,나쁘지않아요ㅎ,20210719,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
309,6.0,"침대밑에 작은것도아닌 큰쓰레기가있었어요 본순간 찝찝
늦은시간에 갔는데 웃으며 반겨주셔서 기분은좋았습니다",20210719,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
310,8.0,좋아용ㅇㅇㅇㅇ,20210718,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
311,10.0,저렴한만큼 좋아요. 객실에 담배 냄새는 안나요,20210716,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
312,8.0,편안히 잘 쉬다 왔습니다.,20210710,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
313,10.0,"항상 갈 때마다 만족하는 숙소입니다

가성비 짱!!!",20210709,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
314,10.0,너무 친절해요,20210706,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
315,8.0,"가격대비 만족입니다.
자주 가는 곳입니다.",20210705,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
316,10.0,좋아요~!!,20210703,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
317,10.0,좋습니다!,20210605,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
318,6.0,어.... 우선 정말 오래된것 같아요..... 그냥 가격대비 만족 정도입니다ㅎㅎ,20210604,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
319,10.0,트윈으로 써서 그래도 잘썼네요,20210604,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
320,10.0,깔끔하고 좋았어요 좀 습했던거빼고는 만족해요!,20210604,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
321,10.0,좋아요 잘 쉬다가 갑니다.,20210601,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
322,2.0,"정말 별로입니다.
이렇게 지저분한 곳은 처음입니다.
첫번째 방 화장실 천장에 뚫려있는곳에 판은 떨어져있고
테이블 의자밑에 먼지는 말도못합니다.
바꿔주신 두번째 방도 먼지가 가득합니다.
바디타월은 아예없고 굴러다니는 콘돔... 하..
너무 찝찝해서 환불받고 나가고 싶은정도였어요.
55000원인가.. 쿠폰할인받고 열심히 모아둔 포인트사용해서 35000원에 예약했는데
진짜 너무아까워서 화가날정도 입니다.",20210531,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
323,10.0,편하게잘잤어요,20210525,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
324,10.0,깔끔하고 친절해요,20210523,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
325,2.0,"무슨 주차장자리 겁나 많은데 주차금지도 없으면서 주차하지 말라하네요..ㅎ
아줌마 친철 별로네요 다신 안갈껍니다.",20210517,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
326,8.0,나쁘지않아요.,20210516,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
327,10.0,가격대비 좋아요,20210515,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
328,10.0,좋아요 좋아요,20210515,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
329,6.0,괜찮았어요,20210515,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
330,10.0,깨끗하고 좋아요,20210514,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
331,6.0,남자끼리 편하게 쉬는정도로 좋아요,20210513,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
332,8.0,추워요 ㅋ,20210513,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
333,6.0,시설이별로임.싼맛에가는거같음,20210512,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
334,8.0,사장님 친절하시고 가성비 좋아요!,20210428,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
335,6.0,111111,20210427,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
336,8.0,111111,20210426,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
337,10.0,가성비좋아요,20210426,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
338,10.0,2틀연박이엇는데 잘머물고 갑니다~~,20210425,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
339,8.0,괜찮았어요~~,20210424,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
340,10.0,친절하시고 처음전주와서 예약한곳인데 잘머물고 있습니다,20210424,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
341,8.0,좋았습니딘.,20210423,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
342,10.0,야간근무 나가는시간 애매할때 대실 들어가서 한숨 자고 가는데 조용하고 대실할인도되고 방도크고 장실도큼 ㅋ 객실복도도 많이 어둡지 않아서 좋아요,20210422,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
343,8.0,넓고 조용하고 숙박하기 좋아요,20210408,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
344,10.0,친절하시고 잘 쉬다갑니다. 다만 테이블쪽에 조명이 없는지 너무 어둡긴 하더라구요.,20210405,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
345,8.0,깔끔했어요 ~,20210405,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
346,8.0,금욜에 가격 저렴해서 와뜸,20210405,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
347,10.0,따숩고 편하고 일반실도 넓어서 좋앗어요,20210404,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
348,10.0,잘쉬었다갑니다 사장님이 친절하셨어요,20210404,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
349,10.0,좋아요 ㅎㅎ,20210402,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
350,10.0,또갈거에요,20210401,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
351,8.0,괜찮았어요,20210331,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
352,10.0,감사합니다!,20210316,전주 중화산동 라베호텔(LABE HOTEL) (Jeonju Junghwasandong LABE HOTEL)
